Room ID,Host ID,Neighbourhood,Room type,Room Price,Minimum nights,Number of reviews,Date last review,Number of reviews per month,Rooms rent by the host,Availibility,Updated Date,City,Country,Coordinates
21775090,131048479,Chaoyang,Entire home/apt,420,60,24,6/22/2019,1.07,5,235,9/23/2019,Beijing,China,"39.9211845149, 116.482314114"
21820542,146424645,Chaoyang,Entire home/apt,540,20,71,9/5/2019,3.23,7,343,9/23/2019,Beijing,China,"39.9255874457, 116.440899739"
21889304,159704270,Chaoyang,Private room,164,2,59,9/8/2019,2.91,1,146,9/23/2019,Beijing,China,"39.8674682318, 116.444036669"
22072103,161237196,Chaoyang,Entire home/apt,405,1,3,8/17/2019,0.19,1,0,9/23/2019,Beijing,China,"39.8732798038, 116.467873203"
22259838,39978678,Chaoyang,Entire home/apt,363,1,28,8/28/2019,1.31,1,24,9/23/2019,Beijing,China,"39.8997319715, 116.511258128"
22428614,162716410,Chaoyang,Private room,135,1,6,4/14/2019,0.29,1,364,9/23/2019,Beijing,China,"39.9225623799, 116.587366343"
22456131,160674938,Chaoyang,Private room,882,1,0,,,62,180,9/23/2019,Beijing,China,"39.9304422743, 116.467169501"
22496777,160164281,Chaoyang,Entire home/apt,390,1,2,5/1/2018,0.11,1,0,9/23/2019,Beijing,China,"39.9777234835, 116.419181071"
22542324,106213831,Chaoyang,Entire home/apt,370,1,13,9/14/2019,0.94,22,86,9/23/2019,Beijing,China,"39.9141481406, 116.4785138"
22578505,112091856,Chaoyang,Entire home/apt,498,1,2,8/22/2018,0.1,8,327,9/23/2019,Beijing,China,"39.9960432276, 116.405809344"
22578994,12127083,Chaoyang,Private room,128,2,50,8/25/2019,2.42,11,57,9/23/2019,Beijing,China,"39.9076686613, 116.558192399"
22617976,160674938,Chaoyang,Private room,882,1,0,,,62,180,9/23/2019,Beijing,China,"39.9299383952, 116.466925155"
22736532,150938790,Chaoyang,Private room,85,1,3,1/22/2018,0.15,1,0,9/23/2019,Beijing,China,"39.9881955645, 116.414240209"
22891937,169432802,Chaoyang,Entire home/apt,569,2,2,9/11/2018,0.1,1,364,9/23/2019,Beijing,China,"39.8968658429, 116.483470733"
23098184,166689639,Chaoyang,Entire home/apt,448,2,20,9/7/2019,1.03,2,361,9/23/2019,Beijing,China,"39.9052180143, 116.44361951"
23707921,21376154,Chaoyang,Private room,292,1,0,,,1,365,9/23/2019,Beijing,China,"39.8973454418, 116.45548827"
36318674,252144954,Chaoyang,Entire home/apt,476,1,10,9/21/2019,4.35,3,267,9/23/2019,Beijing,China,"39.9212414844, 116.514451423"
36360271,272938670,Chaoyang,Private room,270,1,1,9/18/2019,1,19,180,9/23/2019,Beijing,China,"39.9063749021, 116.560525782"
36490324,273496565,Chaoyang,Entire home/apt,434,1,2,9/9/2019,1.09,5,78,9/23/2019,Beijing,China,"39.9354611798, 116.518352845"
36526453,157721038,Chaoyang,Entire home/apt,789,1,1,8/10/2019,0.65,13,349,9/23/2019,Beijing,China,"39.9448795012, 116.436441782"
36586562,273725003,Chaoyang,Entire home/apt,1198,1,0,,,4,0,9/23/2019,Beijing,China,"39.8638963386, 116.480850569"
36653591,261469967,Chaoyang,Private room,228,1,8,9/21/2019,3.69,3,169,9/23/2019,Beijing,China,"40.0037158515, 116.465433578"
36722560,72988565,Chaoyang,Entire home/apt,981,1,2,8/3/2019,1.02,4,360,9/23/2019,Beijing,China,"39.9338966112, 116.451967306"
36723116,166522639,Chaoyang,Private room,206,1,9,9/4/2019,3.86,12,361,9/23/2019,Beijing,China,"39.9077841899, 116.512055814"
36738064,212769068,Chaoyang,Entire home/apt,889,1,0,,,7,364,9/23/2019,Beijing,China,"39.9537858613, 116.457960901"
36741864,274255500,Chaoyang,Shared room,100,1,2,8/29/2019,0.94,7,89,9/23/2019,Beijing,China,"39.9129046877, 116.48792208"
36817243,276742696,Chaoyang,Shared room,135,1,1,7/22/2019,0.47,1,0,9/23/2019,Beijing,China,"39.9368308765, 116.453751291"
36827804,37367097,Chaoyang,Private room,256,1,14,9/14/2019,6.36,1,356,9/23/2019,Beijing,China,"39.9215969327, 116.499378967"
36884479,136162197,Chaoyang,Private room,171,1,1,9/1/2019,1,1,44,9/23/2019,Beijing,China,"40.0502267172, 116.42258699"
36890933,276954288,Chaoyang,Entire home/apt,292,1,1,8/25/2019,1,1,337,9/23/2019,Beijing,China,"39.9650984689, 116.415769697"
36995756,209636768,Chaoyang,Private room,256,1,2,9/10/2019,2,4,146,9/23/2019,Beijing,China,"39.9934156373, 116.380515463"
37020051,229490227,Chaoyang,Private room,249,1,8,9/16/2019,4.53,3,360,9/23/2019,Beijing,China,"39.9739209616, 116.507406447"
37057227,256787503,Chaoyang,Shared room,142,1,1,8/2/2019,0.56,3,362,9/23/2019,Beijing,China,"40.0304868682, 116.486580967"
37103248,76192289,Chaoyang,Entire home/apt,896,2,0,,,1,88,9/23/2019,Beijing,China,"39.8965687704, 116.449248498"
37147846,279424547,Chaoyang,Private room,220,3,2,8/23/2019,1.25,1,365,9/23/2019,Beijing,China,"40.0458741523, 116.461384119"
37340564,281244923,Chaoyang,Private room,199,1,0,,,51,349,9/23/2019,Beijing,China,"39.920382289, 116.554028656"
37346370,281244923,Chaoyang,Private room,199,1,0,,,51,352,9/23/2019,Beijing,China,"39.9178123799, 116.554561102"
37348700,281244923,Chaoyang,Private room,185,1,0,,,51,333,9/23/2019,Beijing,China,"39.9102497341, 116.508312279"
37413098,225324677,Chaoyang,Entire home/apt,299,1,6,8/28/2019,3.53,8,67,9/23/2019,Beijing,China,"39.9324409615, 116.451279063"
37440552,13111081,Chaoyang,Private room,348,2,0,,,1,358,9/23/2019,Beijing,China,"39.885259199, 116.5253594"
37462794,128699935,Chaoyang,Entire home/apt,299,1,5,8/26/2019,3.13,3,88,9/23/2019,Beijing,China,"39.9223577875, 116.477848679"
37518421,104294653,Chaoyang,Entire home/apt,370,1,4,9/6/2019,2.86,2,358,9/23/2019,Beijing,China,"39.8633952431, 116.559022936"
37540355,260205951,Chaoyang,Private room,398,1,0,,,5,365,9/23/2019,Beijing,China,"39.8716283955, 116.458409322"
37585207,267745318,Chaoyang,Private room,341,1,0,,,1,349,9/23/2019,Beijing,China,"40.0459421337, 116.417817669"
37613431,144528236,Chaoyang,Entire home/apt,484,1,1,8/10/2019,0.65,6,170,9/23/2019,Beijing,China,"40.0056437646, 116.371356671"
37673478,284700910,Chaoyang,Private room,220,2,0,,,1,173,9/23/2019,Beijing,China,"39.8997131597, 116.481885317"
37706572,282274278,Chaoyang,Entire home/apt,519,1,0,,,3,365,9/23/2019,Beijing,China,"39.8957626222, 116.49910692"
37754403,86691577,Chaoyang,Entire home/apt,1301,1,0,,,2,365,9/23/2019,Beijing,China,"39.8897415965, 116.462256808"
37756004,284485072,Chaoyang,Entire home/apt,356,1,0,,,10,363,9/23/2019,Beijing,China,"39.9925576237, 116.471592598"
37823591,25736797,Chaoyang,Entire home/apt,626,1,0,,,4,83,9/23/2019,Beijing,China,"39.9218298941, 116.442739186"
37828951,210908991,Chaoyang,Entire home/apt,661,1,0,,,6,89,9/23/2019,Beijing,China,"39.9062670099, 116.445263813"
37863945,163378782,Chaoyang,Private room,164,1,4,8/26/2019,3.43,3,170,9/23/2019,Beijing,China,"39.9806615126, 116.485698712"
37867527,124992589,Chaoyang,Private room,299,1,2,9/3/2019,2,3,84,9/23/2019,Beijing,China,"39.8946340571, 116.446083286"
37901455,190716940,Chaoyang,Private room,199,1,11,9/21/2019,11,1,56,9/23/2019,Beijing,China,"39.9855373653, 116.480701126"
38026116,328744,Chaoyang,Private room,199,1,0,,,1,260,9/23/2019,Beijing,China,"39.9356931187, 116.449663983"
38048488,128049882,Chaoyang,Private room,121,3,1,9/19/2019,1,5,357,9/23/2019,Beijing,China,"39.9212928731, 116.514037115"
38121728,132404909,Chaoyang,Private room,398,1,0,,,1,68,9/23/2019,Beijing,China,"39.9290953965, 116.439314654"
38144832,116642411,Chaoyang,Entire home/apt,525,1,0,,,17,363,9/23/2019,Beijing,China,"39.9002090443, 116.471215205"
38225306,230626952,Chaoyang,Entire home/apt,284,2,0,,,1,89,9/23/2019,Beijing,China,"39.9692093359, 116.414963527"
38279510,244258042,Chaoyang,Entire home/apt,356,1,0,,,25,351,9/23/2019,Beijing,China,"39.9000886469, 116.485606733"
38284841,187635189,Chaoyang,Entire home/apt,640,1,2,9/20/2019,2,2,173,9/23/2019,Beijing,China,"39.8693818371, 116.438752717"
38308155,244258042,Chaoyang,Entire home/apt,626,1,0,,,25,361,9/23/2019,Beijing,China,"39.8980032995, 116.486999337"
38310727,291269468,Chaoyang,Entire home/apt,363,1,0,,,1,364,9/23/2019,Beijing,China,"39.8570367739, 116.552629272"
38313724,50907393,Chaoyang,Entire home/apt,306,1,0,,,6,352,9/23/2019,Beijing,China,"39.8971531832, 116.54801308"
38338315,289264783,Chaoyang,Private room,1102,1,0,,,5,50,9/23/2019,Beijing,China,"39.990066121, 116.384273322"
38364156,292101420,Chaoyang,Private room,1920,1,0,,,1,85,9/23/2019,Beijing,China,"39.8877292244, 116.465581919"
38407159,257594497,Chaoyang,Entire home/apt,690,1,0,,,25,360,9/23/2019,Beijing,China,"39.8990076738, 116.48568425"
38436941,260493736,Chaoyang,Private room,697,2,0,,,13,174,9/23/2019,Beijing,China,"39.9143398705, 116.471754475"
38440861,257594497,Chaoyang,Entire home/apt,427,1,0,,,25,344,9/23/2019,Beijing,China,"39.8997438779, 116.483623833"
38441236,288824385,Chaoyang,Private room,178,1,0,,,1,349,9/23/2019,Beijing,China,"39.9809500047, 116.432664585"
38631155,222304688,Chaoyang,Entire home/apt,491,1,0,,,16,89,9/23/2019,Beijing,China,"39.8901905023, 116.469219047"
38649303,229490227,Chaoyang,Entire home/apt,299,1,0,,,3,362,9/23/2019,Beijing,China,"39.9247070124, 116.609110035"
38649914,295069058,Chaoyang,Entire home/apt,398,1,0,,,31,365,9/23/2019,Beijing,China,"39.9887320477, 116.474808476"
38681350,240183762,Chaoyang,Entire home/apt,398,1,1,9/22/2019,1,1,19,9/23/2019,Beijing,China,"39.867516354, 116.443449732"
38785070,265721749,Chaoyang,Shared room,128,1,0,,,6,276,9/23/2019,Beijing,China,"39.8850145009, 116.464417677"
38793302,296700450,Chaoyang,Entire home/apt,498,1,0,,,1,167,9/23/2019,Beijing,China,"40.0150879766, 116.356937998"
38828338,169005661,Chaoyang,Private room,804,1,0,,,2,358,9/23/2019,Beijing,China,"39.9965118841, 116.412162955"
38834260,293049259,Chaoyang,Private room,164,1,0,,,5,357,9/23/2019,Beijing,China,"39.9624253194, 116.440754316"
3714901,6993205,Chaoyang,Entire home/apt,391,2,32,8/12/2019,0.58,6,356,9/23/2019,Beijing,China,"39.9760401671, 116.492440082"
3863360,19941160,Chaoyang,Private room,206,1,6,10/6/2018,0.3,1,266,9/23/2019,Beijing,China,"39.9107789661, 116.49923116"
4009069,20788084,Chaoyang,Entire home/apt,626,1,0,,,63,288,9/23/2019,Beijing,China,"39.9203385598, 116.501866569"
5149320,26623685,Chaoyang,Private room,249,1,17,8/25/2019,0.37,8,359,9/23/2019,Beijing,China,"39.8956073695, 116.463675047"
5354823,27757267,Chaoyang,Entire home/apt,1067,30,0,,,1,363,9/23/2019,Beijing,China,"39.8961190679, 116.465693414"
6670006,26662258,Chaoyang,Entire home/apt,484,2,24,3/17/2019,0.79,3,8,9/23/2019,Beijing,China,"39.9184514095, 116.491347278"
7002965,7562343,Chaoyang,Entire home/apt,384,2,90,9/2/2019,1.76,3,67,9/23/2019,Beijing,China,"39.917021122, 116.451656113"
7314671,29605408,Chaoyang,Private room,270,30,2,11/8/2016,0.04,30,365,9/23/2019,Beijing,China,"39.9776088491, 116.375603583"
7707517,37475943,Chaoyang,Entire home/apt,590,1,9,8/17/2019,0.18,5,362,9/23/2019,Beijing,China,"39.9965114435, 116.474138402"
7776978,22632431,Chaoyang,Entire home/apt,327,1,0,,,1,112,9/23/2019,Beijing,China,"39.9708069966, 116.485616652"
8056345,31824571,Chaoyang,Private room,235,7,7,7/31/2016,0.15,13,365,9/23/2019,Beijing,China,"39.8945798274, 116.449788806"
8234400,37475943,Chaoyang,Entire home/apt,590,1,9,8/12/2019,0.2,5,358,9/23/2019,Beijing,China,"39.9958506993, 116.471450391"
9602974,27240167,Chaoyang,Entire home/apt,420,1,0,,,31,356,9/23/2019,Beijing,China,"39.89938473, 116.481764364"
9740333,8119687,Chaoyang,Private room,263,1,87,8/29/2019,1.93,2,354,9/23/2019,Beijing,China,"39.868229197, 116.47005154"
10147322,37402316,Chaoyang,Entire home/apt,796,1,3,10/9/2018,0.07,13,365,9/23/2019,Beijing,China,"39.9851427593, 116.412160131"
11326270,59259566,Chaoyang,Entire home/apt,603,2,0,,,1,0,9/23/2019,Beijing,China,"39.820606933, 116.443505972"
12109261,54436429,Chaoyang,Private room,185,1,1,7/5/2016,0.03,254,168,9/23/2019,Beijing,China,"39.9095999446, 116.563019728"
12473769,67504128,Chaoyang,Entire home/apt,191,1,1,4/25/2016,0.02,1,0,9/23/2019,Beijing,China,"40.0460267258, 116.438150993"
12658712,59561767,Chaoyang,Entire home/apt,491,1,6,6/2/2019,0.85,1,71,9/23/2019,Beijing,China,"39.917694499, 116.430729021"
13439277,76691696,Chaoyang,Private room,78,6,20,7/30/2019,0.52,2,0,9/23/2019,Beijing,China,"39.908646999, 116.557599399"
13506068,77464746,Chaoyang,Private room,356,1,270,8/30/2019,7.04,1,148,9/23/2019,Beijing,China,"39.9536769221, 116.427000947"
13874181,73853933,Chaoyang,Entire home/apt,1000,1,1,10/2/2016,0.03,2,0,9/23/2019,Beijing,China,"39.8607703966, 116.473358667"
14209082,85978152,Chaoyang,Entire home/apt,377,1,2,3/28/2017,0.06,3,327,9/23/2019,Beijing,China,"39.9985868926, 116.426078231"
14531382,15503189,Chaoyang,Private room,249,14,18,1/31/2019,0.48,1,293,9/23/2019,Beijing,China,"39.9244664325, 116.46112572"
14789606,58537392,Chaoyang,Shared room,85,1,0,,,4,0,9/23/2019,Beijing,China,"39.9100353406, 116.543222333"
14812807,60159450,Chaoyang,Entire home/apt,420,2,33,8/24/2019,0.89,1,340,9/23/2019,Beijing,China,"39.9538822444, 116.451275411"
15016002,48133493,Chaoyang,Entire home/apt,1500,2,37,9/7/2019,1.15,3,54,9/23/2019,Beijing,China,"39.9791214065, 116.413335272"
15093026,58164985,Chaoyang,Private room,298,1,3,8/6/2019,0.23,3,360,9/23/2019,Beijing,China,"39.9138731816, 116.433286853"
15609880,75838436,Chaoyang,Entire home/apt,796,30,86,7/19/2019,2.47,4,180,9/23/2019,Beijing,China,"39.8663798603, 116.499339847"
15649145,100982722,Chaoyang,Private room,156,1,91,9/22/2019,2.62,4,90,9/23/2019,Beijing,China,"39.9002743028, 116.600792912"
15693298,89334872,Chaoyang,Private room,128,3,4,1/21/2019,0.14,10,142,9/23/2019,Beijing,China,"39.9883219516, 116.475174552"
15790487,102149572,Chaoyang,Entire home/apt,270,2,0,,,1,266,9/23/2019,Beijing,China,"39.9183152047, 116.524075169"
15890486,50950700,Chaoyang,Private room,227,3,1,11/26/2016,0.03,2,360,9/23/2019,Beijing,China,"39.904864234, 116.464693875"
15891718,90735527,Chaoyang,Shared room,376,1,0,,,4,0,9/23/2019,Beijing,China,"39.9096649707, 116.488066069"
15897421,25926703,Chaoyang,Shared room,85,1,127,8/30/2019,3.64,8,358,9/23/2019,Beijing,China,"39.9907710892, 116.46489643"
16031942,63722494,Chaoyang,Entire home/apt,498,2,46,9/17/2019,1.37,2,357,9/23/2019,Beijing,China,"39.8924418793, 116.467500184"
16361362,73586632,Chaoyang,Entire home/apt,398,2,12,11/19/2018,0.37,9,57,9/23/2019,Beijing,China,"40.0422627957, 116.412986003"
16390417,107204188,Chaoyang,Private room,178,3,0,,,10,87,9/23/2019,Beijing,China,"39.9160753154, 116.493107618"
16533802,54436429,Chaoyang,Entire home/apt,986,1,3,5/4/2018,0.09,254,352,9/23/2019,Beijing,China,"39.9077857772, 116.562063654"
16763412,35287975,Chaoyang,Entire home/apt,718,2,26,8/24/2019,0.79,17,157,9/23/2019,Beijing,China,"40.0002559391, 116.374229254"
16869663,79948905,Chaoyang,Entire home/apt,569,2,1,9/19/2019,1,5,172,9/23/2019,Beijing,China,"39.9081170276, 116.498350896"
17310286,84633406,Chaoyang,Entire home/apt,491,1,48,8/13/2019,1.59,18,66,9/23/2019,Beijing,China,"39.8948937969, 116.466628571"
17571006,95792611,Chaoyang,Private room,121,2,36,9/9/2019,1.29,1,365,9/23/2019,Beijing,China,"39.9537588219, 116.456071709"
17656394,41977170,Chaoyang,Entire home/apt,377,1,191,9/22/2019,6.27,9,22,9/23/2019,Beijing,China,"39.8975084102, 116.46299045"
17745072,120726824,Chaoyang,Private room,270,1,136,9/5/2019,4.43,6,70,9/23/2019,Beijing,China,"39.9961546809, 116.468993082"
17760820,41919536,Chaoyang,Private room,320,1,46,9/1/2019,1.5,2,77,9/23/2019,Beijing,China,"39.8973185306, 116.47012474"
17813279,105115546,Chaoyang,Entire home/apt,299,1,7,5/17/2018,0.26,13,175,9/23/2019,Beijing,China,"39.9248137281, 116.594716952"
17813280,67656191,Chaoyang,Entire home/apt,498,1,4,8/24/2019,0.19,7,351,9/23/2019,Beijing,China,"39.8928350473, 116.502007826"
18516323,76691696,Chaoyang,Private room,85,6,8,9/1/2019,0.3,2,268,9/23/2019,Beijing,China,"39.8973667599, 116.462586342"
18841371,7989096,Chaoyang,Private room,263,7,0,,,1,173,9/23/2019,Beijing,China,"39.9176874924, 116.513358686"
19104417,88734735,Chaoyang,Entire home/apt,427,1,58,9/20/2019,2.12,4,161,9/23/2019,Beijing,China,"39.8956194825, 116.504565268"
19106067,94167608,Chaoyang,Private room,1195,1,0,,,2,179,9/23/2019,Beijing,China,"39.878873056, 116.461455269"
19274990,134984392,Chaoyang,Entire home/apt,440,1,18,5/10/2019,0.86,20,350,9/23/2019,Beijing,China,"39.9908339477, 116.477531194"
19302418,105115546,Chaoyang,Entire home/apt,356,1,6,3/27/2019,0.22,13,81,9/23/2019,Beijing,China,"39.9258723644, 116.599836394"
19492360,136841181,Chaoyang,Private room,156,1,1,8/18/2018,0.07,1,90,9/23/2019,Beijing,China,"39.9124931447, 116.596968238"
19506317,68375270,Chaoyang,Private room,191,1,4,8/9/2018,0.24,1,0,9/23/2019,Beijing,China,"39.918974598, 116.516937258"
19532974,54596414,Chaoyang,Private room,156,1,179,9/9/2019,6.65,4,341,9/23/2019,Beijing,China,"39.8998210147, 116.506945036"
19745119,133814711,Chaoyang,Entire home/apt,347,3,0,,,10,90,9/23/2019,Beijing,China,"40.0493914796, 116.415060201"
19770587,78720233,Chaoyang,Private room,277,1,112,9/21/2019,4.24,3,352,9/23/2019,Beijing,China,"39.895393291, 116.459501129"
20186755,62593703,Chaoyang,Entire home/apt,553,1,142,8/30/2019,5.53,15,74,9/23/2019,Beijing,China,"39.9410147116, 116.454454896"
20199103,143841099,Chaoyang,Entire home/apt,391,1,1,2/15/2019,0.14,3,348,9/23/2019,Beijing,China,"40.0415316914, 116.415798941"
20379943,145340266,Chaoyang,Entire home/apt,986,3,33,8/27/2019,1.43,6,86,9/23/2019,Beijing,China,"39.9618597709, 116.466364202"
20402210,46201109,Chaoyang,Private room,171,2,45,8/20/2019,1.78,10,323,9/23/2019,Beijing,China,"39.8874236347, 116.465898165"
20525741,77670278,Chaoyang,Private room,227,1,0,,,1,0,9/23/2019,Beijing,China,"39.9612196526, 116.435912473"
20566182,31010511,Chaoyang,Private room,199,1,0,,,1,0,9/23/2019,Beijing,China,"39.9115193219, 116.444726993"
20608628,102998677,Chaoyang,Private room,220,2,1,10/5/2017,0.04,1,142,9/23/2019,Beijing,China,"40.0000687297, 116.512239206"
20618203,64028459,Chaoyang,Entire home/apt,397,1,50,9/1/2019,1.99,16,82,9/23/2019,Beijing,China,"39.9350324651, 116.455938368"
20877542,149912589,Chaoyang,Private room,85,1,19,7/31/2019,0.77,1,0,9/23/2019,Beijing,China,"39.9294691446, 116.45818305"
20977213,149679184,Chaoyang,Private room,199,1,6,11/11/2018,0.35,9,0,9/23/2019,Beijing,China,"39.9077432136, 116.568463897"
20990101,149679184,Chaoyang,Private room,263,1,3,8/23/2019,0.18,9,61,9/23/2019,Beijing,China,"39.9067285341, 116.568590946"
21016057,74691349,Chaoyang,Private room,263,3,16,9/4/2019,0.66,3,354,9/23/2019,Beijing,China,"39.8695837975, 116.464908354"
21212357,153239905,Chaoyang,Entire home/apt,1298,1,17,8/6/2019,0.75,3,75,9/23/2019,Beijing,China,"39.9062878872, 116.478484037"
21269373,37614276,Chaoyang,Entire home/apt,397,1,5,8/12/2019,0.32,6,348,9/23/2019,Beijing,China,"40.0512766431, 116.438319465"
21465835,151213531,Chaoyang,Entire home/apt,626,1,16,9/10/2019,0.75,1,364,9/23/2019,Beijing,China,"40.0017209279, 116.373662173"
21598656,156266380,Chaoyang,Entire home/apt,199,3,0,,,4,0,9/23/2019,Beijing,China,"39.9653588845, 116.484766704"
21637660,117151409,Chaoyang,Entire home/apt,326,1,10,6/8/2019,0.44,1,0,9/23/2019,Beijing,China,"39.9023059898, 116.488951896"
21640509,126397071,Chaoyang,Shared room,121,1,1,4/15/2018,0.06,1,0,9/23/2019,Beijing,China,"39.8961319643, 116.572087591"
21708570,158043751,Chaoyang,Private room,597,1,1,8/7/2019,0.61,6,365,9/23/2019,Beijing,China,"39.8928973246, 116.487631664"
21718601,156249912,Chaoyang,Entire home/apt,1667,1,0,,,117,181,9/23/2019,Beijing,China,"39.9609774117, 116.463560446"
21754618,156249912,Chaoyang,Entire home/apt,697,1,0,,,117,180,9/23/2019,Beijing,China,"39.9169749503, 116.452102877"
21754649,126046428,Chaoyang,Private room,171,1,11,8/27/2019,0.64,12,334,9/23/2019,Beijing,China,"39.8779720129, 116.460212106"
21755318,156249912,Chaoyang,Entire home/apt,548,1,0,,,117,180,9/23/2019,Beijing,China,"39.9187124616, 116.451841544"
21773026,156249912,Chaoyang,Entire home/apt,582,1,0,,,117,181,9/23/2019,Beijing,China,"39.962220818, 116.464230832"
21806607,107202556,Chaoyang,Private room,177,1,3,4/29/2018,0.15,3,0,9/23/2019,Beijing,China,"39.8921511818, 116.461239834"
21806654,156249912,Chaoyang,Entire home/apt,626,1,1,8/24/2019,0.94,117,180,9/23/2019,Beijing,China,"39.9354500775, 116.448632691"
21818729,152290014,Chaoyang,Entire home/apt,468,1,0,,,38,0,9/23/2019,Beijing,China,"39.9248719445, 116.457984491"
21898634,25926703,Chaoyang,Shared room,142,1,32,8/23/2019,1.49,8,360,9/23/2019,Beijing,China,"39.9875735161, 116.477907306"
21950961,27240167,Chaoyang,Entire home/apt,420,1,1,7/6/2019,0.37,31,80,9/23/2019,Beijing,China,"39.8972352754, 116.490883793"
22309346,148446971,Chaoyang,Entire home/apt,590,15,1,8/4/2019,0.58,8,365,9/23/2019,Beijing,China,"39.9207143876, 116.514675003"
22556027,150964796,Chaoyang,Entire home/apt,398,1,104,9/22/2019,4.99,14,92,9/23/2019,Beijing,China,"39.9257829398, 116.446370065"
22576566,14770202,Chaoyang,Entire home/apt,761,1,0,,,41,364,9/23/2019,Beijing,China,"39.9180771958, 116.453096868"
22594106,116915690,Chaoyang,Entire home/apt,455,1,19,7/16/2019,1.08,11,360,9/23/2019,Beijing,China,"39.8940475062, 116.505013791"
22617744,160674938,Chaoyang,Private room,882,1,0,,,62,180,9/23/2019,Beijing,China,"39.9310077828, 116.467123365"
22618033,144078317,Chaoyang,Entire home/apt,427,1,8,7/15/2019,1.52,1,341,9/23/2019,Beijing,China,"39.9278296957, 116.456260776"
22640463,14770202,Chaoyang,Entire home/apt,759,1,0,,,41,364,9/23/2019,Beijing,China,"39.9185551164, 116.4533184"
22641529,14770202,Chaoyang,Entire home/apt,695,1,0,,,41,364,9/23/2019,Beijing,China,"39.9172358133, 116.452771768"
22740988,165313926,Chaoyang,Private room,241,3,4,4/12/2018,0.2,2,0,9/23/2019,Beijing,China,"39.9803777041, 116.383282697"
22853487,162185412,Chaoyang,Entire home/apt,654,1,6,5/3/2019,0.34,6,365,9/23/2019,Beijing,China,"39.9913776253, 116.481512229"
22933360,31128868,Chaoyang,Private room,801,2,0,,,2,0,9/23/2019,Beijing,China,"39.9222338184, 116.516766442"
22946213,25926703,Chaoyang,Shared room,85,1,88,9/10/2019,4.47,8,356,9/23/2019,Beijing,China,"39.9856373573, 116.475453061"
22988308,143643896,Chaoyang,Private room,171,2,37,9/8/2019,1.88,3,32,9/23/2019,Beijing,China,"39.9308594827, 116.473627349"
23061874,137738565,Chaoyang,Private room,199,2,24,8/31/2019,1.22,13,86,9/23/2019,Beijing,China,"39.9439792906, 116.472756195"
23099556,171589619,Chaoyang,Entire home/apt,590,3,46,9/15/2019,2.39,5,78,9/23/2019,Beijing,China,"39.9072450109, 116.562216886"
23144000,150964796,Chaoyang,Entire home/apt,447,1,75,9/14/2019,3.8,14,91,9/23/2019,Beijing,China,"39.9350260755, 116.454504216"
23508565,158915530,Chaoyang,Private room,178,1,43,8/19/2019,2.25,5,34,9/23/2019,Beijing,China,"39.9308508145, 116.442920761"
23526458,66295351,Chaoyang,Entire home/apt,427,1,0,,,5,365,9/23/2019,Beijing,China,"39.8843966758, 116.462180438"
23601758,21813743,Chaoyang,Entire home/apt,519,1,10,9/11/2019,0.58,1,121,9/23/2019,Beijing,China,"39.9146658312, 116.435979515"
23674194,91009804,Chaoyang,Entire home/apt,341,2,12,9/7/2019,0.7,1,171,9/23/2019,Beijing,China,"39.9715262618, 116.500739255"
23687008,156249912,Chaoyang,Entire home/apt,752,1,0,,,117,181,9/23/2019,Beijing,China,"39.9582348047, 116.464415955"
23693104,157220269,Chaoyang,Entire home/apt,661,1,6,7/28/2019,0.34,8,364,9/23/2019,Beijing,China,"39.9623244836, 116.448285686"
23918638,107443873,Chaoyang,Private room,199,1,28,9/23/2019,1.61,2,78,9/23/2019,Beijing,China,"39.9112930594, 116.455402203"
23930684,39756400,Chaoyang,Entire home/apt,348,7,32,5/14/2019,1.79,11,86,9/23/2019,Beijing,China,"39.9240470492, 116.461630381"
24288745,130699349,Chaoyang,Shared room,92,1,3,2/15/2019,0.23,12,356,9/23/2019,Beijing,China,"39.9245589708, 116.515611411"
24858098,103960302,Chaoyang,Entire home/apt,1099,2,14,3/31/2019,0.85,15,0,9/23/2019,Beijing,China,"39.919813292, 116.454476964"
24977261,188824651,Chaoyang,Entire home/apt,562,1,10,5/19/2019,0.61,4,360,9/23/2019,Beijing,China,"39.9224460931, 116.465190749"
25099447,45120983,Chaoyang,Entire home/apt,498,1,45,9/8/2019,2.76,9,161,9/23/2019,Beijing,China,"39.8883773142, 116.476615716"
25204365,144891473,Chaoyang,Private room,199,2,34,8/31/2019,2.12,1,15,9/23/2019,Beijing,China,"39.9792223248, 116.488511725"
25393889,191520600,Chaoyang,Private room,149,1,0,,,15,364,9/23/2019,Beijing,China,"39.8718235287, 116.450171096"
25444630,192059388,Chaoyang,Entire home/apt,299,1,93,9/7/2019,5.79,1,51,9/23/2019,Beijing,China,"39.8268187868, 116.458515951"
25462285,192199625,Chaoyang,Private room,149,1,6,6/23/2018,0.38,1,0,9/23/2019,Beijing,China,"39.9849829413, 116.386158587"
25532426,46609745,Chaoyang,Private room,270,1,48,9/19/2019,3.26,7,321,9/23/2019,Beijing,China,"39.9213793685, 116.442206834"
25551233,101467824,Chaoyang,Private room,562,1,0,,,1,179,9/23/2019,Beijing,China,"39.8779745252, 116.448208106"
25551437,100481404,Chaoyang,Private room,163,5,2,6/19/2018,0.13,1,0,9/23/2019,Beijing,China,"39.9659844984, 116.456867469"
